frame,time_s,shoulder_tilt_deg,clavicle_tilt_deg,left_shoulder_height,right_shoulder_height,shoulder_imbalance,shoulder_width_px,lateral_shift_pct,trunk_tilt_deg
84,2.8164291701592625,-0.0,-0.0,-35.36531710624695,-35.36531710624695,0.0,1.6840626398721952,49.999999999996625,91.31188772061626
86,2.883487007544007,116.56505117707799,-180.0,-33.431453704833984,-36.77459907531738,3.3431453704833984,1.6715726852416992,350.0,90.43736386752073
88,2.9505448449287512,90.0,-0.0,-33.876168727874756,-38.95759403705597,5.081425309181213,0.0,,90.0
90,3.0176026823134956,71.56505158187258,-180.0,-33.74631643295288,-38.80826389789581,5.061947464942932,1.6873157819113658,349.99999999997306,90.0
92,3.08466051969824,-180.0,-180.0,-34.98933219909668,-34.98933219909668,0.0,18.32774543762207,68.18181818181817,89.5724274931666
94,3.1517183570829843,171.86989764584402,-180.0,-35.3578519821167,-37.04155921936035,1.6837072372436523,11.785950660705566,107.14285714285714,89.5724274931666
96,3.2187761944677287,-180.0,-180.0,-35.33590221405029,-35.33590221405029,0.0,8.413310050964355,110.00000000000001,90.0
98,3.285834031852473,171.86989745369965,-180.0,-33.17737340927124,-34.8362420797348,1.658868670463562,11.61208041508985,64.2857142857147,90.4182099314797
100,3.3528918692372174,170.53767734658277,-180.0,-33.157286643981934,-34.81515097618103,1.6578643321990967,9.947185516357422,83.33333333333258,90.0
102,3.4199497066219617,161.56505158569234,-0.0,-33.43097925186157,-36.77407717704773,3.3430979251861572,10.02929401397705,100.0,89.57871508581687
104,3.4870075440067057,163.30075500629138,-180.0,-31.34290337562561,-36.29178285598755,4.9488794803619385,16.496264139811046,40.00000000000083,90.82434278113686
106,3.55406538139145,168.69006700147773,-180.0,-35.05986285209656,-38.39889740943909,3.3390345573425293,16.695171991984125,39.99999999999959,90.83031544673867
108,3.6211232187761944,-180.0,-180.0,-35.00158882141113,-35.00158882141113,0.0,20.00090789794922,41.66666666666667,90.4212849041686
110,3.6881810561609387,-180.0,135.0,-34.816497802734375,-34.816497802734375,0.0,18.237213134765625,31.818181818181817,91.26367255165826
112,3.755238893545683,-171.86989802799596,-180.0,-35.03101372718811,-31.694726705551147,-3.336287021636963,23.354010264078738,28.571428571428783,91.6602824480369
114,3.8222967309304274,-175.91438331691162,-180.0,-33.399507999420166,-31.729532599449158,-1.6699753999710083,23.379656155904172,21.428571428571395,92.09015920340116
116,3.889354568315172,176.18592534703654,-180.0,-30.000919818878174,-31.667637586593628,1.666717767715454,25.00076770782482,30.00000000000032,91.68468439817953
118,3.956412405699916,-176.98721263891315,161.56505199498747,-31.732995748519897,-30.062838077545166,-1.6701576709747314,31.73299725850427,18.421052631578625,92.56377033329682
120,4.0234702430846605,-176.82016988013575,-180.0,-33.46402168273926,-31.790820598602295,-1.673201084136963,30.117619514465332,16.666666666666664,92.5448043798131
122,4.090528080469405,174.8055710922652,-180.0,-29.99501895904541,-33.32779884338379,3.332779884338379,36.66057872772217,18.181818181818183,92.50770172706625
124,4.157585917854149,177.2736891351857,-180.0,-31.841460943222046,-33.517327308654785,1.6758663654327393,35.19319534301758,16.666666666666234,92.94644751949245
126,4.224643755238894,-180.0,-180.0,-35.36019515991211,-35.36019515991211,0.0,37.04401397705078,18.181818181818183,92.50770172706625
128,4.291701592623638,-177.1375948416018,-180.0,-33.53910684585571,-31.862151503562927,-1.6769553422927856,33.53910764058435,9.999999999999932,93.78611212483477
130,4.358759430008383,-180.0,-180.0,-33.61558437347412,-33.61558437347412,0.0,35.29636192321777,11.904761904761797,93.78611185688224
132,4.425817267393127,171.25383794126347,135.0000006780902,-35.25446426868439,-38.61203229427338,3.3575680255889893,21.824192682902094,3.8461538461540066,93.81407492430216
134,4.492875104777871,164.74488199132955,-180.0,-33.29203128814697,-38.28583598136902,4.993804693222046,18.310618082682367,13.636363636364202,93.7861122156157
136,4.559932942162615,51.34019308559419,-0.0,-31.502049684524536,-39.792062759399414,8.290013074874878,6.632010142008426,150.0,93.75855550582995
138,4.626990779547359,39.80557176984476,-0.0,-31.397582173347473,-39.6601037979126,8.262521624565125,9.91502571105957,116.66666666666589,94.17476979188005
140,4.694048616932104,44.9999986187392,90.0,-29.669355869293213,-37.91084361076355,8.241487741470337,8.241488138834484,150.00000000000276,94.55741923852486
142,4.761106454316848,63.434949378086884,-0.0,-31.167551159858704,-37.729140877723694,6.56158971786499,3.280794779459711,399.9999999999896,94.59054307488155
144,4.828164291701593,149.03624285346805,-180.0,-32.693517208099365,-37.59754478931427,4.904027581214905,8.17337910334254,110.00000000000112,94.59054307449395
146,4.895222129086337,165.963756204,-180.0,-34.29024159908295,-37.555978894233704,3.265737295150757,13.062948862711664,62.499999999999346,95.00583243175137
148,4.9622799664710815,147.9946174186942,-180.0,-31.018556475639343,-39.181334495544434,8.16277801990509,13.060445149739621,62.49999999999968,94.59054329686238
150,5.029337803855825,150.94539590092285,-180.0,-31.115739822387695,-39.30409240722656,8.188352584838867,14.739034652709961,38.88888888888889,94.17476989191243
152,5.09639564124057,175.6012946450045,-180.0,-34.449870586395264,-36.09034061431885,1.640470027923584,21.326110363006592,3.8461538461538463,93.3664606634298
154,5.163453478625314,175.6012945391231,-180.0,-36.17503762245178,-37.81935751438141,1.6443198919296265,21.376158078511594,3.8461538461539284,93.31778108833686
156,5.230511316010059,175.23635842375117,-180.0,-34.564037919044495,-36.20994448661804,1.6459065675735474,19.750879287719727,8.333333333333718,92.90381893508193
158,5.297569153394803,168.69006805831123,-180.0,-32.899250984191895,-36.189176082611084,3.2899250984191895,16.449626286824582,20.00000000000007,92.07502646158028
160,5.364626990779548,167.47119258376088,-180.0,-34.56580030918121,-37.857781291007996,3.2919809818267822,14.813914775848389,5.555555555555044,92.4895529820247
162,5.4316848281642915,-180.0,90.0,-36.26669764518738,-36.26669764518738,0.0,14.836376667022705,27.77777777777829,91.68468435848183
164,5.498742665549036,-172.8749836510982,-180.0,-37.97555589675903,-34.67333364486694,-3.30222225189209,26.41777801513672,31.25,91.25445162268154
166,5.56580050293378,-173.29016351214142,-180.0,-36.33820295333862,-33.034729957580566,-3.3034729957580566,28.07952181498206,38.235294117646774,90.42128492443788
168,5.632858340318525,-176.9872125679837,-180.0,-34.772580742836,-33.11674356460571,-1.6558371782302856,31.460907141367557,39.47368421052654,90.42757251709385
170,5.699916177703269,-180.0,-180.0,-33.11986446380615,-33.11986446380615,0.0,33.11986287434888,25.00000000000017,91.28252702118091
172,5.766974015088014,177.39743773527638,153.43494827422163,-31.534749150276184,-33.194472789764404,1.6597236394882202,36.513919194539426,18.18181818181811,91.70981400323016
174,5.834031852472758,-180.0,-180.0,-34.953593730926514,-34.953593730926514,0.0,41.61142110824585,6.0,92.99034497516537
176,5.9010896898575025,-177.6140559696112,153.434948822922,-34.30135917663574,-32.66796112060547,-1.6333980560302734,39.20155334472656,4.166666666666666,93.44221528589738
178,5.968147527242246,-177.70938990210342,-180.0,-32.90877103805542,-31.26333248615265,-1.645438551902771,41.13596280415845,13.999999999999934,92.58302060634102
180,6.035205364626991,-177.7974018382342,153.434948822922,-34.65232515335083,-33.002214431762695,-1.6501107215881348,42.902878761291504,7.6923076923076925,92.58302066863506
182,6.102263202011735,-178.15238968892072,-180.0,-32.546117305755615,-30.918811440467834,-1.6273058652877808,50.446480592091916,4.838709677419463,93.49463884213087
184,6.16932103939648,-176.42366553699168,165.96375619944405,-33.82055461406708,-30.599549412727356,-3.2210052013397217,51.53608194986987,3.125000000000069,93.49463884124273
186,6.236378876781224,178.21008948055186,-180.0,-30.417135000228882,-32.01803684234619,1.6009018421173096,51.228861490885436,6.24999999999998,93.5214535512963
188,6.303436714165969,178.2100894362286,-180.0,-31.963541507720947,-33.561718583106995,1.5981770753860474,51.14166768391931,15.62499999999995,92.18580086106977
190,6.3704945515507125,176.30861401354872,165.96375653207352,-28.74729824066162,-31.941442489624023,3.1941442489624023,49.509235858917236,17.741935483870968,92.1858008067756
192,6.437552388935457,-178.0250658893782,-180.0,-29.875307321548462,-28.30292272567749,-1.5723845958709717,45.599150975545285,12.068965517241327,92.94644723135278
194,6.504610226320201,-180.0,-180.0,-28.20732021331787,-28.20732021331787,0.0,48.57927370071411,14.516129032258066,92.09015915371069
196,6.571668063704946,176.42366543898984,165.96375582905466,-25.908031225204468,-28.956034898757935,3.048003673553467,48.768056233723996,15.62499999999995,92.48955279233859
198,6.63872590108969,171.38435203772713,165.9637568845683,-25.83562433719635,-33.43433737754822,7.598713040351868,50.15150737762451,16.66666666666659,91.66028241236964
200,6.705783738474435,168.69006781607573,165.96375688701463,-24.14829444885254,-34.713173270225525,10.564878821372986,52.82439549764001,18.571428571428523,91.64834454827027
202,6.772841575859179,168.99645887186495,165.96375618497865,-24.69416618347168,-35.49786388874054,10.80369770526886,55.561872482299805,16.666666666666664,91.68468427454694
204,6.8398994132439235,164.62374875117382,165.96375653207352,-22.716100215911865,-39.374573707580566,16.6584734916687,60.57626724243164,20.0,89.58482045885513
206,6.906957250628667,165.25643716352928,165.96375653207352,-22.51885414123535,-37.531423568725586,15.012569427490234,57.04776382446289,21.052631578947366,90.41219274140232
208,6.974015088013411,167.4711929127584,161.56505205811706,-24.807758331298828,-37.21163749694824,12.403879165649414,55.817459106445256,19.444444444444482,90.84876431505215
210,7.041072925398156,169.04593708359448,146.30993179861534,-26.448686480522156,-35.78351700305939,9.334830522537231,48.22995646794641,17.741935483870915,91.25445159065214
212,7.1081307627829,166.3730051401085,153.434948822922,-27.52997875213623,-40.485262870788574,12.955284118652344,53.44054698944092,19.696969696969695,90.84876427155359
214,7.175188600167645,162.030860259843,146.30993247402023,-24.23513174057007,-43.62323713302612,19.388105392456055,59.7799916267395,20.27027027027027,89.56921278299137
216,7.242246437552389,165.96375653207352,146.30993247402023,-25.695846557617188,-41.75575065612793,16.059904098510742,64.23961639404297,15.0,90.84876427155359
218,7.3093042749371335,164.2488259672926,134.999999293339,-25.77448081970215,-43.494436383247375,17.719955563545227,62.82529544830328,21.7948717948717,89.57242750371321
220,7.376362112321877,161.99583755886002,134.99999857931155,-22.435757160186768,-43.26896023750305,20.833203077316284,64.10216013590491,24.999999999999957,88.29018604060018
222,7.443419949706622,163.85566081441667,161.56505072184285,-27.006572484970093,-43.51058900356293,16.504016518592834,57.013873736063715,23.68421052631576,90.0
224,7.510477787091366,162.80145877993414,146.30993247402023,-25.307159423828125,-45.86922645568848,20.56206703186035,66.43129348754883,23.809523809523807,88.71747291728983
226,7.577535624476111,166.26373235878398,135.0000014402183,-28.454800128936768,-45.8438446521759,17.389044523239136,71.1370038986206,21.111111111111217,89.15747569690936
228,7.644593461860855,165.3236065099557,146.309931810044,-26.903932452201843,-44.31235933303833,17.408426880836487,66.46853733062744,19.04761904761916,90.84252423958887
230,7.7116512992456,166.55138494831348,153.434948822922,-27.73750877380371,-44.68820858001709,16.95069980621338,70.88474464416504,17.391304347826086,90.0
232,7.778709136630344,166.6754684165655,146.3099318122737,-26.994584441184998,-41.2858350276947,14.291250586509705,60.34083429972327,15.789473684210442,90.85509737487175
234,7.845766974015088,168.99645860904445,161.5650503137064,-28.47983694076538,-39.55532908439636,11.075492143630981,56.95967102050781,13.888888888888957,91.6723942771344
236,7.912824811399832,171.38435139021504,161.5650503150023,-31.691832542419434,-39.61479067802429,7.922958135604858,52.291521072387695,1.5151515151515877,92.10551408335212
